Postcode,Gemeente,Deelgemeente,Provincie,Inwoners,"Facili-
teiten","Vertaling naam
(deel)gemeente",
1000,Brussel,,Brussels Hoofdstedelijk Gewest,178552,N+F,Bruxelles,
1000,Bruxelles,,Brussels Hoofdstedelijk Gewest,,N+F,Brussel,
1030,Schaarbeek,,Brussels Hoofdstedelijk Gewest,132590,N+F,Schaerbeek,
1030,Schaerbeek,,Brussels Hoofdstedelijk Gewest,,N+F,Schaarbeek,
1040,Etterbeek,,Brussels Hoofdstedelijk Gewest,47180,N+F,-,
1050,Elsene,,Brussels Hoofdstedelijk Gewest,85541,N+F,Ixelles,
1050,Ixelles,,Brussels Hoofdstedelijk Gewest,,N+F,Elsene,
1060,Saint-Gilles,,Brussels Hoofdstedelijk Gewest,,N+F,Sint-Gillis,
1060,Sint-Gillis,,Brussels Hoofdstedelijk Gewest,50659,N+F,Saint-Gilles,
1070,Anderlecht,,Brussels Hoofdstedelijk Gewest,117412,N+F,-,
1080,Molenbeek-Saint-Jean,,Brussels Hoofdstedelijk Gewest,,N+F,Sint-Jans-Molenbeek,
1080,Sint-Jans-Molenbeek,,Brussels Hoofdstedelijk Gewest,96586,N+F,Molenbeek-Saint-Jean,
1081,Koekelberg,,Brussels Hoofdstedelijk Gewest,21638,N+F,-,
1082,Berchem-Sainte-Agathe,,Brussels Hoofdstedelijk Gewest,,N+F,Sint-Agatha-Berchem,
1082,Sint-Agatha-Berchem,,Brussels Hoofdstedelijk Gewest,24224,N+F,Berchem-Sainte-Agathe,
1083,Ganshoren,,Brussels Hoofdstedelijk Gewest,24269,N+F,-,
1090,Jette,,Brussels Hoofdstedelijk Gewest,51426,N+F,-,
1140,Evere,,Brussels Hoofdstedelijk Gewest,39556,N+F,-,
1150,Sint-Pieters-Woluwe,,Brussels Hoofdstedelijk Gewest,41207,N+F,Woluwe-Saint-Pierre,
1150,Woluwe-Saint-Pierre,,Brussels Hoofdstedelijk Gewest,,N+F,Sint-Pieters-Woluwe,
1160,Auderghem,,Brussels Hoofdstedelijk Gewest,,N+F,Oudergem,
1160,Oudergem,,Brussels Hoofdstedelijk Gewest,33161,N+F,Auderghem,
1170,Watermaal-Bosvoorde,,Brussels Hoofdstedelijk Gewest,24619,N+F,Watermael-Boitsfort,
1170,Watermael-Boitsfort,,Brussels Hoofdstedelijk Gewest,,N+F,Watermaal-Bosvoorde,
1180,Uccle,,Brussels Hoofdstedelijk Gewest,,N+F,Ukkel,
1180,Ukkel,,Brussels Hoofdstedelijk Gewest,81944,N+F,Uccle,
1190,Forest,,Brussels Hoofdstedelijk Gewest,,N+F,Vorst,
1190,Vorst,,Brussels Hoofdstedelijk Gewest,55613,N+F,Forest,
1200,Sint-Lambrechts-Woluwe,,Brussels Hoofdstedelijk Gewest,54311,N+F,Woluwe-Saint-Lambert,
1200,Woluwe-Saint-Lambert,,Brussels Hoofdstedelijk Gewest,,N+F,Sint-Lambrechts-Woluwe,
1210,Saint-Josse-ten-Noode,,Brussels Hoofdstedelijk Gewest,,N+F,Sint-Joost-ten-Node,
1210,Sint-Joost-ten-Node,,Brussels Hoofdstedelijk Gewest,27402,N+F,Saint-Josse-ten-Noode,
1300,Wavre,,Brabant wallon,33806,,Waver,
1300,Waver,,Brabant wallon,,,Wavre,
1310,La Hulpe,,Brabant wallon,7368,,Terhulpen,
1310,Terhulpen,,Brabant wallon,,,La Hulpe,
1315,Incourt,,Brabant wallon,5347,,,
1320,Beauvechain,,Brabant wallon,7104,,Bevekom,
1320,Bevekom,,Brabant wallon,,,Beauvechain,
1325,Chaumont-Gistoux,,Brabant wallon,11698,,,
1330,Rixensart,,Brabant wallon,22128,,,
1340,Ottignies-Louvain-la-Neuve,,Brabant wallon,31562,,,
1350,Orp-Jauche,,Brabant wallon,8756,,,
1357,H�l�cine,,Brabant wallon,3387,,Op- en Neerheylissem,
1360,Perwez,,Brabant wallon,9173,,Perwijs,
1360,Perwijs,,Brabant wallon,,,Perwez,
1367,Ramillies,,Brabant wallon,6293,,,
1370,Jodoigne,,Brabant wallon,13883,,Geldenaken,
1370,Geldenaken,,Brabant wallon,,,Jodoigne,
1380,Lasne,,Brabant wallon,14133,,,
1390,Grez-Doiceau,,Brabant wallon,13088,,Graven,
1390,Graven,,Brabant wallon,,,Grez-Doiceau,
1400,Nivelles,,Brabant wallon,28027,,Nijvel,
1400,Nijvel,,Brabant wallon,,,Nivelles,
1410,Waterloo,,Brabant wallon,29794,,,
1420,Braine-l'Alleud,,Brabant wallon,39785,,Eigenbrakel,
1420,Eigenbrakel,,Brabant wallon,,,Braine-l'Alleud,
1430,Rebecq,,Brabant wallon,10939,,Roosbeek,
1435,Mont-Saint-Guibert,,Brabant wallon,7364,,,
1440,Braine-le-Ch�teau,,Brabant wallon,10287,,Kasteelbrakel,
1440,Kasteelbrakel,,Brabant wallon,,,Braine-le-Ch�teau,
1450,Chastre,,Brabant wallon,7518,,,
1457,Walhain,,Brabant wallon,6997,,,
1460,Ittre,,Brabant wallon,6784,,Itter,
1460,Itter,,Brabant wallon,,,Ittre,
1470,Genappe,,Brabant wallon,15302,,Genepi�n,
1470,Genepi�n,,Brabant wallon,,,Genappe,
1480,Tubize,,Brabant wallon,25424,,Tubeke,
1480,Tubeke,,Brabant wallon,,,Tubize,
1490,Court-Saint-�tienne,,Brabant wallon,10395,,,
1495,Villers-la-Ville,,Brabant wallon,10498,,,
1500,Halle,,Vlaams-Brabant,38289,,Hal,
1500,Hal,,Vlaams-Brabant,,,Halle,
1540,Herne,,Vlaams-Brabant,6617,,,
1547,Bever,,Vlaams-Brabant,2151,f,Bi�v�ne,
1547,Bi�v�ne,,Vlaams-Brabant,,f,Bever,
1560,Hoeilaart,,Vlaams-Brabant,10915,,,
1570,Galmaarden,,Vlaams-Brabant,8670,,Gammerages,
1570,Gammerages,,Vlaams-Brabant,,,Galmaarden,
1600,Sint-Pieters-Leeuw,,Vlaams-Brabant,33512,,,
1620,Drogenbos,,Vlaams-Brabant,5372,f,,
1630,Linkebeek,,Vlaams-Brabant,4752,f,,
1640,Sint-Genesius-Rode,,Vlaams-Brabant,18171,f,Rhode-Saint-Gen�se,
1640,Rhode-Saint-Gen�se,,Vlaams-Brabant,,f,Sint-Genesius-Rode,
1650,Beersel,,Vlaams-Brabant,24745,,,
1670,Pepingen,,Vlaams-Brabant,4424,,,
1700,Dilbeek,,Vlaams-Brabant,41450,,,
1730,Asse,,Vlaams-Brabant,32402,,,
1740,Ternat,,Vlaams-Brabant,15286,,,
1745,Opwijk,,Vlaams-Brabant,14208,,,
1750,Lennik,,Vlaams-Brabant,9033,,,
1755,Gooik,,Vlaams-Brabant,9212,,,
1760,Roosdaal,,Vlaams-Brabant,11494,,,
1770,Liedekerke,,Vlaams-Brabant,12919,,,
1780,Wemmel,,Vlaams-Brabant,16059,f,,
1785,Merchtem,,Vlaams-Brabant,16083,,,
1790,Affligem,,Vlaams-Brabant,13079,,,
1800,Vilvoorde,,Vlaams-Brabant,43017,,Vilvorde,
1800,Vilvorde,,Vlaams-Brabant,,,Vilvoorde,
1820,Steenokkerzeel,,Vlaams-Brabant,11924,,,
1830,Machelen,,Vlaams-Brabant,14764,,,
1840,Londerzeel,,Vlaams-Brabant,18274,,,
1850,Grimbergen,,Vlaams-Brabant,36742,,,
1860,Meise,,Vlaams-Brabant,18742,,,
1880,Kapelle-op-den-Bos,,Vlaams-Brabant,9370,,,
1910,Kampenhout,,Vlaams-Brabant,11689,,,
1930,Zaventem,,Vlaams-Brabant,33034,,,
1950,Kraainem,,Vlaams-Brabant,13713,f,,
1970,Wezembeek-Oppem,,Vlaams-Brabant,14095,f,,
1980,Zemst,,Vlaams-Brabant,23068,,,
2000,Antwerpen,,Antwerpen,517042,,Anvers,
2000,Anvers,,Antwerpen,,,Antwerpen,
2018,Antwerpen,,Antwerpen,,,Anvers,
2018,Anvers,,Antwerpen,,,Antwerpen,
2020,Antwerpen,,Antwerpen,,,Anvers,
2020,Anvers,,Antwerpen,,,Antwerpen,
2030,Antwerpen,,Antwerpen,,,Anvers,
2030,Anvers,,Antwerpen,,,Antwerpen,
2040,Antwerpen,,Antwerpen,,,Anvers,
2040,Anvers,,Antwerpen,,,Antwerpen,
2050,Antwerpen,,Antwerpen,,,Anvers,
2050,Anvers,,Antwerpen,,,Antwerpen,
2060,Antwerpen,,Antwerpen,,,Anvers,
2060,Anvers,,Antwerpen,,,Antwerpen,
2070,Zwijndrecht,,Antwerpen,18957,,"Februari 2023: plannen voor provinciegrenswijziging, opdat Zwijndrecht in Oost-Vlaanderen komt te liggen i.p.v. in Antwerpen",
2100,Antwerpen,,Antwerpen,,,Anvers,
2100,Anvers,,Antwerpen,,,Antwerpen,
2110,Wijnegem,,Antwerpen,9365,,,
2140,Antwerpen,,Antwerpen,,,Anvers,
2140,Anvers,,Antwerpen,,,Antwerpen,
2150,Borsbeek,,Antwerpen,10540,,,
2160,Wommelgem,,Antwerpen,12591,,,
2170,Antwerpen,,Antwerpen,,,Anvers,
2170,Anvers,,Antwerpen,,,Antwerpen,
2180,Antwerpen,,Antwerpen,,,Anvers,
2180,Anvers,,Antwerpen,,,Antwerpen,
2200,Herentals,,Antwerpen,27728,,,
2220,Heist-op-den-Berg,,Antwerpen,42110,,,
2230,Herselt,,Antwerpen,14491,,,
2235,Hulshout,,Antwerpen,10255,,,
2240,Zandhoven,,Antwerpen,12768,,,
2250,Olen,,Antwerpen,12242,,,
2260,Westerlo,,Antwerpen,24705,,,
2270,Herenthout,,Antwerpen,8806,,,
2275,Lille,,Antwerpen,16404,,,
2280,Grobbendonk,,Antwerpen,11204,,,
2290,Vorselaar,,Antwerpen,7777,,,
2300,Turnhout,,Antwerpen,42965,,,
2310,Rijkevorsel,,Antwerpen,11823,,,
2320,Hoogstraten,,Antwerpen,21183,,,
2330,Merksplas,,Antwerpen,8642,,,
2340,Beerse,,Antwerpen,17829,,,
2350,Vosselaar,,Antwerpen,10935,,,
2360,Oud-Turnhout,,Antwerpen,13307,,,
2370,Arendonk,,Antwerpen,13142,,,
2380,Ravels,,Antwerpen,14735,,,
2387,Baarle-Hertog,,Antwerpen,2663,,Baerle-Duc,
2387,Baerle-Duc,,Antwerpen,,,Baarle-Hertog,
2390,Malle,,Antwerpen,15158,,,
2400,Mol,,Antwerpen,36034,,,
2430,Laakdal,,Antwerpen,15851,,,
2440,Geel,,Antwerpen,39225,,,
2450,Meerhout,,Antwerpen,10162,,,
2460,Kasterlee,,Antwerpen,18331,,,
2470,Retie,,Antwerpen,11096,,,
2480,Dessel,,Antwerpen,9420,,,
2490,Balen,,Antwerpen,22168,,,
2500,Lier,,Antwerpen,34905,,Lierre,
2500,Lierre,,Antwerpen,,,Lier,
2520,Ranst,,Antwerpen,18856,,,
2530,Boechout,,Antwerpen,12844,,,
2540,Hove,,Antwerpen,8141,,,
2547,Lint,,Antwerpen,8821,,,
2550,Kontich,,Antwerpen,20873,,,
2560,Nijlen,,Antwerpen,22651,,,
2570,Duffel,,Antwerpen,17292,,,
2580,Putte,,Antwerpen,17227,,,
2590,Berlaar,,Antwerpen,11203,,,
2600,Antwerpen,,Antwerpen,,,Anvers,
2600,Anvers,,Antwerpen,,,Antwerpen,
2610,Antwerpen,,Antwerpen,,,Anvers,
2610,Anvers,,Antwerpen,,,Antwerpen,
2620,Hemiksem,,Antwerpen,11148,,,
2627,Schelle,,Antwerpen,8259,,,
2630,Aartselaar,,Antwerpen,14262,,,
2640,Mortsel,,Antwerpen,25551,,,
2650,Edegem,,Antwerpen,21578,,,
2660,Antwerpen,,Antwerpen,,,Anvers,
2660,Anvers,,Antwerpen,,,Antwerpen,
2800,Mechelen,,Antwerpen,84523,,Malines, plan tot fusie met Boortmeerbeek april 2022 bekendgemaakt
2800,Malines,,Antwerpen,,,Mechelen, plan tot fusie met Boortmeerbeek april 2022 bekendgemaakt
2820,Bonheiden,,Antwerpen,14704,,,
2830,Willebroek,,Antwerpen,25745,,,
2840,Rumst,,Antwerpen,15140,,,
2845,Niel,,Antwerpen,10136,,,
2850,Boom,,Antwerpen,17737,,,
2860,Sint-Katelijne-Waver,,Antwerpen,20609,,,
2870,Puurs-Sint-Amands,,Antwerpen,25331,,per 1-1-2019 gefuseerd uit Puurs en Sint-Amands,
2880,Bornem,,Antwerpen,21039,,,
2900,Schoten,,Antwerpen,34063,,,
2910,Essen,,Antwerpen,18615,,,
2920,Kalmthout,,Antwerpen,18336,,,
2930,Brasschaat,,Antwerpen,37673,,,
2940,Stabroek,,Antwerpen,18515,,,
2950,Kapellen,,Antwerpen,26745,,,
2960,Brecht,,Antwerpen,28534,,,
2970,Schilde,,Antwerpen,19434,,,
2980,Zoersel,,Antwerpen,21764,,,
2990,Wuustwezel,,Antwerpen,20228,,,
3000,Leuven,,Vlaams-Brabant,99288,,Louvain,
3000,Louvain,,Vlaams-Brabant,,,Leuven,
3020,Herent,,Vlaams-Brabant,21213,,,
3040,Huldenberg,,Vlaams-Brabant,9743,,,
3050,Oud-Heverlee,,Vlaams-Brabant,10973,,,
3060,Bertem,,Vlaams-Brabant,9803,,,
3070,Kortenberg,,Vlaams-Brabant,19714,,,
3080,Tervuren,,Vlaams-Brabant,21572,,,
3090,Overijse,,Vlaams-Brabant,24959,,,
3110,Rotselaar,,Vlaams-Brabant,16439,,,
3120,Tremelo,,Vlaams-Brabant,14733,,,
3130,Begijnendijk,,Vlaams-Brabant,10058,,,
3140,Keerbergen,,Vlaams-Brabant,12831,,,
3150,Haacht,,Vlaams-Brabant,14296,,,
3190,Boortmeerbeek,,Vlaams-Brabant,12102,,plan tot fusie met Mechelen april 2022 bekendgemaakt,
3200,Aarschot,,Vlaams-Brabant,29529,,,
3210,Lubbeek,,Vlaams-Brabant,14206,,,
3220,Holsbeek,,Vlaams-Brabant,9935,,,
3270,Scherpenheuvel-Zichem,,Vlaams-Brabant,22833,,Montaigu-Zichem,
3270,Montaigu-Zichem,,Vlaams-Brabant,,,Scherpenheuvel-Zichem,
3290,Diest,,Vlaams-Brabant,23538,,,
3300,Tienen,,Vlaams-Brabant,34185,,Tirlemont,
3300,Tirlemont,,Vlaams-Brabant,,,Tienen,
3320,Hoegaarden,,Vlaams-Brabant,6891,,,
3350,Linter,,Vlaams-Brabant,7188,,,
3360,Bierbeek,,Vlaams-Brabant,9953,,,
3370,Boutersem,,Vlaams-Brabant,8132,,,
3380,Glabbeek,,Vlaams-Brabant,5305,,,
3390,Tielt-Winge,,Vlaams-Brabant,10674,,,
3400,Landen,,Vlaams-Brabant,15944,,,
3440,Zoutleeuw,,Vlaams-Brabant,8364,,L�au,
3440,L�au,,Vlaams-Brabant,,,Zoutleeuw,
3450,Geetbets,,Vlaams-Brabant,5970,,,
3460,Bekkevoort,,Vlaams-Brabant,6117,,,
3470,Kortenaken,,Vlaams-Brabant,7930,,,
3500,Hasselt,,Limburg,76685,,,
3520,Zonhoven,,Limburg,21276,,,
3530,Houthalen-Helchteren,,Limburg,30592,,,
3540,Herk-de-Stad,,Limburg,12608,,Herck-la-Ville,
3540,Herck-la-Ville,,Limburg,,,Herk-de-Stad,
3545,Halen,,Limburg,9566,,,
3550,Heusden-Zolder,,Limburg,33011,,,
3560,Lummen,,Limburg,14603,,,
3570,Alken,,Limburg,11456,,,
3580,Beringen,,Limburg,45242,,,
3590,Diepenbeek,,Limburg,18906,,,
3600,Genk,,Limburg,65691,,,
3620,Lanaken,,Limburg,25793,,,
3630,Maasmechelen,,Limburg,37696,,,
3640,Kinrooi,,Limburg,12309,,,
3650,Dilsen-Stokkem,,Limburg,20287,,,
3660,Oudsbergen,,Limburg,23379,,gefuseerd per 1-1-2019 uit Opglabbeek en Meeuwen-Gruitrode,
3665,As,,Limburg,8164,,,
3680,Maaseik,,Limburg,25133,,,
3690,Zutendaal,,Limburg,7239,,,
3700,Tongeren,,Limburg,30720,,Tongres,
3700,Tongres,,Limburg,,,Tongeren,
3717,Herstappe,,Limburg,89,f,,
3720,Kortessem,,Limburg,8359,,,
3730,Hoeselt,,Limburg,9643,,,
3740,Bilzen,,Limburg,31829,,,
3770,Riemst,,Limburg,16572,,,
3790,Voeren,,Limburg,4099,f,Fourons,
3790,Fourons,,Limburg,,f,Voeren,
3800,Sint-Truiden,,Limburg,40158,,Saint-Trond,
3800,Saint-Trond,,Limburg,,,Sint-Truiden,
3830,Wellen,,Limburg,7374,,,
3840,Borgloon,,Limburg,10579,,Looz,
3840,Looz,,Limburg,,,Borgloon,
3850,Nieuwerkerken,,Limburg,6865,,,
3870,Heers,,Limburg,7205,,,
3890,Gingelom,,Limburg,8377,,,
3900,Pelt,,Limburg,31920,,per 1-1-2019 gefuseerd uit Neerpelt en Overpelt,
3920,Lommel,,Limburg,33957,,,
3930,Hamont-Achel,,Limburg,14356,,,
3940,Hechtel-Eksel,,Limburg,12294,,,
3945,Ham,,Limburg,10618,,,
3950,Bocholt,,Limburg,12917,,,
3960,Bree,,Limburg,15785,,,
3970,Leopoldsburg,,Limburg,15358,,Bourg-L�opold,
3970,Bourg-L�opold,,Limburg,,,Leopoldsburg,
3980,Tessenderlo,,Limburg,18403,,,
3990,Peer,,Limburg,16312,,,
4000,Li�ge,,Li�ge,196970,,Luik,
4000,Luik,,Li�ge,,,Li�ge,
4040,Herstal,,Li�ge,39617,,,
4050,Chaudfontaine,,Li�ge,20766,,,
4100,Seraing,,Li�ge,64172,,,
4120,Neupr�,,Li�ge,9975,,,
4130,Esneux,,Li�ge,13037,,,
4140,Sprimont,,Li�ge,14417,,,
4160,Anthisnes,,Li�ge,4116,,,
4170,Comblain-au-Pont,,Li�ge,5360,,,
4180,Hamoir,,Li�ge,3883,,,
4190,Ferri�res,,Li�ge,4847,,,
4210,Burdinne,,Li�ge,3263,,,
4217,H�ron,,Li�ge,5178,,,
4219,Wasseiges,,Li�ge,2844,,,
4250,Geer,,Li�ge,3361,,,
4257,Berloz,,Li�ge,3024,,,
4260,Braives,,Li�ge,6238,,,
4280,Hannut,,Li�ge,15998,,Hannuit,
4280,Hannuit,,Li�ge,,,Hannut,
4287,Lincent,,Li�ge,3281,,Lijsem,
4287,Lijsem,,Li�ge,,,Lincent,
4300,Waremme,,Li�ge,14906,,Borgworm,
4300,Borgworm,,Li�ge,,,Waremme,
4317,Faimes,,Li�ge,3911,,,
4340,Awans,,Li�ge,9240,,,
4347,Fexhe-le-Haut-Clocher,,Li�ge,3254,,,
4350,Remicourt,,Li�ge,5906,,,
4357,Donceel,,Li�ge,3032,,,
4360,Oreye,,Li�ge,3853,,Oerle,
4360,Oerle,,Li�ge,,,Oreye,
4367,Crisn�e,,Li�ge,3254,,,
4400,Fl�malle,,Li�ge,26058,,,
4420,Saint-Nicolas,,Li�ge,24078,,Sint-Niklaas,
4420,Sint-Niklaas,,Li�ge,,,Saint-Nicolas,
4430,Ans,,Li�ge,28159,,,
4450,Juprelle,,Li�ge,9223,,,
4460,Gr�ce-Hollogne,,Li�ge,22145,,,
4470,Saint-Georges-sur-Meuse,,Li�ge,6582,,,
4480,Engis,,Li�ge,6018,,,
4500,Huy,,Li�ge,21292,,Hoei,
4500,Hoei,,Li�ge,,,Huy,
4520,Wanze,,Li�ge,13626,,,
4530,Villers-le-Bouillet,,Li�ge,6510,,,
4537,Verlaine,,Li�ge,4122,,,
4540,Amay,,Li�ge,14182,,,
4550,Nandrin,,Li�ge,5840,,,
4557,Tinlot,,Li�ge,2656,,,
4560,Clavier,,Li�ge,4545,,,
4570,Marchin,,Li�ge,5421,,,
4577,Modave,,Li�ge,4163,,,
4590,Ouffet,,Li�ge,2803,,,
4600,Vis�,,Li�ge,17748,,Wezet,
4600,Wezet,,Li�ge,,,Vis�,
4607,Dalhem,,Li�ge,7280,,,
4610,Beyne-Heusay,,Li�ge,12096,,,
4620,Fl�ron,,Li�ge,16507,,,
4630,Soumagne,,Li�ge,16662,,,
4650,Herve,,Li�ge,17533,,,
4670,Bl�gny,,Li�ge,13212,,,
4680,Oupeye,,Li�ge,24772,,,
4690,Bassenge,,Li�ge,8994,,Bitsingen,
4690,Bitsingen,,Li�ge,,,Bassenge,
4700,Eupen,,Li�ge,19338,deu,,
4710,Lontzen,,Li�ge,5656,deu,,
4720,Kelmis,,Li�ge,,deu,La Calamine,
4720,La Calamine,,Li�ge,10917,deu,Kelmis,
4730,Raeren,,Li�ge,10552,deu,,
4750,B�tgenbach,,Li�ge,5605,deu,Butgenbach,
4750,Butgenbach,,Li�ge,,deu,B�tgenbach,
4760,B�llingen,,Li�ge,5484,deu,Bullange,
4760,Bullange,,Li�ge,,deu,B�llingen,
4770,Amel,,Li�ge,,deu,Ambl�ve,
4770,Ambl�ve,,Li�ge,5492,deu,Amel,
4780,Sankt Vith,,Li�ge,9637,deu,Saint-Vith,
4780,Saint-Vith,,Li�ge,,deu,Sankt Vith,
4790,Burg-Reuland,,Li�ge,3964,deu,,
4800,Verviers,,Li�ge,55177,,,
4820,Dison,,Li�ge,15124,,,
4830,Limbourg,,Li�ge,5976,,Limburg,
4830,Limburg,,Li�ge,,,Limbourg,
4837,Baelen,,Li�ge,4370,,Balen,
4837,Balen,,Li�ge,,,Baelen,
4840,Welkenraedt,,Li�ge,9809,,Welkenraat,
4840,Welkenraat,,Li�ge,,,Welkenraedt,
4845,Jalhay,,Li�ge,8566,,,
4850,Plombi�res,,Li�ge,10279,,Blieberg,
4850,Blieberg,,Li�ge,,,Plombi�res,
4860,Pepinster,,Li�ge,9703,,,
4870,Trooz,,Li�ge,8215,,,
4877,Olne,,Li�ge,3954,,,
4880,Aubel,,Li�ge,4229,,,
4890,Thimister-Clermont,,Li�ge,5698,,,
4900,Spa,,Li�ge,10415,,,
4910,Theux,,Li�ge,12092,,,
4920,Aywaille,,Li�ge,12257,,,
4950,Waimes,,Li�ge,7461,frd,Weismes,
4950,Weismes,,Li�ge,,frd,Waimes,
4960,Malmedy,,Li�ge,12415,frd,,
4970,Stavelot,,Li�ge,7174,,,
4980,Trois-Ponts,,Li�ge,2502,,,
4987,Stoumont,,Li�ge,3113,,,
4990,Lierneux,,Li�ge,3584,,,
5000,Namur,,Namur,110632,,Namen,
5000,Namen,,Namur,,,Namur,
5030,Gembloux,,Namur,25528,,Gembloers,
5030,Gembloers,,Namur,,,Gembloux,
5060,Sambreville,,Namur,27887,,,
5070,Fosses-la-Ville,,Namur,10412,,,
5080,La Bruy�re,,Namur,9060,,,
5140,Sombreffe,,Namur,8388,,,
5150,Floreffe,,Namur,7957,,,
5170,Profondeville,,Namur,12109,,,
5190,Jemeppe-sur-Sambre,,Namur,18978,,,
5300,Andenne,,Namur,26281,,,
5310,�ghez�e,,Namur,15951,,,
5330,Assesse,,Namur,6917,,,
5340,Gesves,,Namur,7159,,,
5350,Ohey,,Namur,5016,,,
5360,Hamois,,Namur,7285,,,
5370,Havelange,,Namur,5076,,,
5377,Somme-Leuze,,Namur,5411,,,
5380,Fernelmont,,Namur,7792,,,
5500,Dinant,,Namur,13494,,,
5520,Onhaye,,Namur,3164,,,
5530,Yvoir,,Namur,9126,,,
5537,Anh�e,,Namur,7101,,,
5540,Hasti�re,,Namur,5959,,,
5550,Vresse-sur-Semois,,Namur,2650,,,
5555,Bi�vre,,Namur,3250,,,
5560,Houyet,,Namur,4744,,,
5570,Beauraing,,Namur,9069,,,
5575,Gedinne,,Namur,4563,,,
5580,Rochefort,,Namur,12540,,,
5590,Ciney,,Namur,16323,,,
5600,Philippeville,,Namur,9194,,,
5620,Florennes,,Namur,11337,,,
5630,Cerfontaine,,Namur,4853,,,
5640,Mettet,,Namur,12898,,,
5650,Walcourt,,Namur,18390,,,
5660,Couvin,,Namur,13946,,,
5670,Viroinval,,Namur,5806,,,
5680,Doische,,Namur,2958,,,
6000,Charleroi,,Hainaut,202182,,,
6110,Montigny-le-Tilleul,,Hainaut,10095,,,
6120,Ham-sur-Heure-Nalinnes,,Hainaut,13579,,,
6140,Fontaine-l'�v�que,,Hainaut,17808,,,
6150,Anderlues,,Hainaut,12012,,,
6180,Courcelles,,Hainaut,31217,,,
6200,Ch�telet,,Hainaut,36463,,,
6210,Les Bons Villers,,Hainaut,9367,,,
6220,Fleurus,,Hainaut,22802,,,
6230,Pont-�-Celles,,Hainaut,17093,,,
6240,Farciennes,,Hainaut,11338,,,
6250,Aiseau-Presles,,Hainaut,10805,,,
6280,Gerpinnes,,Hainaut,12527,,,
6440,Froidchapelle,,Hainaut,3908,,,
6460,Chimay,,Hainaut,9850,,,
6470,Sivry-Rance,,Hainaut,4848,,,
6500,Beaumont,,Hainaut,7052,,,
6530,Thuin,,Hainaut,14494,,,
6540,Lobbes,,Hainaut,5707,,,
6560,Erquelinnes,,Hainaut,9920,,,
6567,Merbes-le-Ch�teau,,Hainaut,4279,,,
6590,Momignies,,Hainaut,5339,,,
6600,Bastogne,,Luxembourg,15580,,Bastenaken,
6600,Bastenaken,,Luxembourg,,,Bastogne,
6630,Martelange,,Luxembourg,1767,,,
6637,Fauvillers,,Luxembourg,2237,,,
6640,Vaux-sur-S�re,,Luxembourg,5502,,,
6660,Houffalize,,Luxembourg,5177,,,
6670,Gouvy,,Luxembourg,5156,,,
6680,Sainte-Ode,,Luxembourg,2495,,,
6687,Bertogne,,Luxembourg,3483,,,
6690,Vielsalm,,Luxembourg,7689,,,
6700,Arlon,,Luxembourg,29274,,Aarlen,
6700,Aarlen,,Luxembourg,,,Arlon,
6717,Attert,,Luxembourg,5411,,,
6720,Habay,,Luxembourg,8380,,,
6730,Tintigny,,Luxembourg,4255,,,
6740,�talle,,Luxembourg,5746,,,
6747,Saint-L�ger,,Luxembourg,3532,,,
6750,Musson,,Luxembourg,4482,,,
6760,Virton,,Luxembourg,11389,,,
6767,Rouvroy,,Luxembourg,2094,,,
6769,Meix-devant-Virton,,Luxembourg,2791,,,
6780,Messancy,,Luxembourg,8082,,,
6790,Aubange,,Luxembourg,16646,,,
6800,Libramont-Chevigny,,Luxembourg,11088,,,
6810,Chiny,,Luxembourg,5233,,,
6820,Florenville,,Luxembourg,5632,,,
6830,Bouillon,,Luxembourg,5408,,,
6840,Neufch�teau,,Luxembourg,7488,,,
6850,Paliseul,,Luxembourg,5305,,,
6860,L�glise,,Luxembourg,5180,,,
6870,Saint-Hubert,,Luxembourg,5553,,,
6880,Bertrix,,Luxembourg,8667,,,
6887,Herbeumont,,Luxembourg,1658,,,
6890,Libin,,Luxembourg,5069,,,
6900,Marche-en-Famenne,,Luxembourg,17415,,,
6920,Wellin,,Luxembourg,3027,,,
6927,Tellin,,Luxembourg,2460,,,
6929,Daverdisse,,Luxembourg,1457,,,
6940,Durbuy,,Luxembourg,11478,,,
6950,Nassogne,,Luxembourg,5407,,,
6960,Manhay,,Luxembourg,3380,,,
6970,Tenneville,,Luxembourg,2789,,,
6980,La Roche-en-Ardenne,,Luxembourg,4189,,,
6987,Rendeux,,Luxembourg,2576,,,
6990,Hotton,,Luxembourg,5468,,,
6997,�rez�e,,Luxembourg,3232,,,
7000,Mons,,Hainaut,94964,,Bergen,
7000,Bergen,,Hainaut,,,Mons,
7040,Qu�vy,,Hainaut,8122,,,
7050,Jurbise,,Hainaut,10529,,Jurbeke,
7050,Jurbeke,,Hainaut,,,Jurbise,
7060,Soignies,,Hainaut,27257,,Zinnik,
7060,Zinnik,,Hainaut,,,Soignies,
7070,Le Roeulx,,Hainaut,8472,,,
7080,Frameries,,Hainaut,21828,,,
7090,Braine-le-Comte,,Hainaut,21426,,'s-Gravenbrakel,
7090,'s-Gravenbrakel,,Hainaut,,,Braine-le-Comte,
7100,La Louvi�re,,Hainaut,80430,,,
7120,Estinnes,,Hainaut,7679,,,
7130,Binche,,Hainaut,33445,,,
7140,Morlanwelz,,Hainaut,19097,,,
7160,Chapelle-lez-Herlaimont,,Hainaut,14810,,,
