,Type of property,Location,Postcode,immo code,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2,Province,Region
196,house,philippeville,5600,10666957,99000,Faubourg Saint Germain   28,1,B,126.0,0,0,0,0,42,4,0,Good,0,0,1,0,1,USA semi equipped,Gas,99000,€99000,0,Namur,Wallonia
197,bungalow,jalhay,4845,10666954,255000,Avenue Elisabeth 144,2,G,679.0,0,1,50,810,29,4,0,0,0,1,0,0,1,Installed,Electric,255000,€255000,1,Liï¿½ge,Wallonia
199,house,moorslede,8890,10666949,370000,Gentsestraat 10/5,7,E,466.0,0,1,0,470,15,0,0,Good,0,0,0,0,2,Installed,Gas,370000,€370000,1,West-Vlaanderen,Flanders
200,villa,arlon,6700,10666945,578000,Rue Reine Astrid 26,4,C,187.0,0,1,25,886,40,4,2003,As new,0,1,0,1,2,Hyper equipped,Fuel oil,578000,€578000,1,Luxembourg,Wallonia
201,house,bonnert,6700,10666944,599000,Rue Reine Astrid 26,3,B,100.0,0,1,30,309,52,2,2015,As new,0,2,0,0,3,USA hyper equipped,0,599000,€599000,1,Luxembourg,Wallonia
202,house,arlon,6700,10666943,950000,Rue Reine Astrid 26,7,C,189.0,0,1,0,1467,42,3,0,Good,0,2,0,1,0,Installed,Fuel oil,950000,€950000,1,Luxembourg,Wallonia
203,house,scherpenheuvel-zichem,3270,10666938,275000,"Diestsesteenweg, 3",3,F,782.0,0,0,0,1000,23,4,1973,0,0,1,0,0,0,Installed,Fuel oil,275000,€275000,0,Vlaams-Brabant,Flanders
204,apartment-block,montignies-sur-sambre,6061,10643432,239000,Rue des Combattants 37,3,G,1025.0,0,0,0,0,0,2,0,Just renovated,0,2,0,0,2,Installed,Gas,239000,€239000,0,Hainaut,Wallonia
205,house,ch%C3%A2telet,6200,10591958,79000,Rue des Combattants 37,2,F,427.0,0,0,0,0,0,2,0,Good,0,1,0,0,1,Semi equipped,Gas,79000,€79000,0,Hainaut,Wallonia
209,house,kortrijk,8500,10666917,275000,Overleiestraat 79,3,F,585.0,0,0,0,312,0,3,0,To renovate,0,1,0,1,0,0,Gas,275000,€275000,0,West-Vlaanderen,Flanders
212,apartment,schaerbeek,1030,10666907,295000,Molenstraat 93,2,D,167.0,0,1,5,0,0,3,2011,As new,0,1,0,0,1,USA installed,Gas,295000,€295000,1,Brussels Hoofdstedelijk Gewest,Brussels
213,villa,mouscron,7700,10623098,610000,Rue de Menin 400,3,C,185.0,0,1,55,954,56,4,2001,As new,0,1,2,1,0,Installed,Gas,610000,€610000,1,Hainaut,Wallonia
214,house,la%20louvi%C3%A8re%20houdeng-aimeries,7110,10666906,299000,Chaussée Brunehaut 415,2,D,332.0,0,1,111,1298,32,2,0,Good,0,1,1,0,3,Installed,Electric,299000,€299000,1,Hainaut,Wallonia
215,country-cottage,ieper,8904,10666900,1250000,Plein 30 a,4,F,719.0,0,0,0,30000,0,4,1930,Just renovated,0,0,0,0,0,USA installed,Gas,1250000,€1250000,0,West-Vlaanderen,Flanders
216,villa,wielsbeke,8710,10545213,569000,Plein 30 a,4,C,228.0,0,1,0,801,0,4,2005,As new,0,1,0,1,0,USA hyper equipped,Gas,569000,€569000,1,West-Vlaanderen,Flanders
217,apartment,zottegem,9620,10666899,354000,Meire 50,3,A,35.0,0,1,10,0,0,0,2022,As new,0,1,0,0,1,Installed,Gas,354000,€354000,1,Oost-Vlaanderen,Flanders
218,apartment,zottegem,9620,10666898,279000,Meire 50,3,A,35.0,0,1,6,0,0,0,2022,As new,0,1,0,0,1,Installed,Gas,279000,€279000,1,Oost-Vlaanderen,Flanders
219,house,mol,2400,10666896,275000,Bisschopslaan 16,2,F,628.0,0,0,0,585,0,4,1976,Good,0,1,0,0,0,0,Fuel oil,275000,€275000,0,Antwerpen,Flanders
220,house,retie,2470,10666895,270000,Bisschopslaan 16,4,F,601.0,0,0,0,500,0,2,1952,To renovate,0,1,0,0,2,Installed,Fuel oil,270000,€270000,0,Antwerpen,Flanders
221,house,retie,2470,10666893,298000,Bisschopslaan 16,3,F,694.0,0,0,0,391,39,2,1972,To be done up,0,1,0,1,1,Installed,Fuel oil,298000,€298000,0,Antwerpen,Flanders
222,ground-floor,geel,2440,10666891,180000,Antwerpsesteenweg 51/5,2,D,316.0,0,1,0,0,38,2,1995,Good,0,1,0,0,1,0,Gas,180000,€180000,1,Antwerpen,Flanders
223,house,braine-le-chateau,1440,10666890,495000,Rue de Nivelles 1,2,F,496.0,0,1,42,2200,42,4,1961,Good,0,1,0,0,1,0,Electric,495000,€495000,1,Brabant wallon,Wallonia
224,house,geraardsbergen,9500,10609479,310047,"Hundelgemsesteenweg, 306",3,A,29.0,0,0,0,350,0,3,0,As new,0,1,0,0,2,0,0,310047,€310047,0,Oost-Vlaanderen,Flanders
225,house,heusden-zolder,3550,10666887,379000,Guido Gezellelaan 16/5,3,D,328.0,0,1,0,1021,0,4,1988,Good,0,1,0,0,2,Hyper equipped,Fuel oil,379000,€379000,1,Limburg,Flanders
226,house,diest,3290,10666886,449000,Markt 6,3,C,208.0,0,0,0,1058,40,4,1987,Just renovated,0,2,0,1,3,USA hyper equipped,Gas,449000,€449000,0,Vlaams-Brabant,Flanders
227,kot,leuven,3000,10666884,199000,Herbert Hooverplein 14,1,B,123.0,1,1,0,0,0,2,2011,As new,0,1,1,0,1,Installed,Gas,199000,€199000,1,Vlaams-Brabant,Flanders
228,house,ans,4430,10666881,150000,Rue J. Wettinck 49,3,D,339.0,0,0,0,103,38,2,0,Good,0,1,1,1,1,Semi equipped,Fuel oil,150000,€150000,0,Liï¿½ge,Wallonia
229,country-cottage,roosdaal,1761,10666880,349000,Molenstraat 22A,4,F,712.0,0,0,0,920,35,4,1947,To renovate,0,1,0,0,0,0,Fuel oil,349000,€349000,0,Vlaams-Brabant,Flanders
230,apartment,bruxelles,1000,10666879,365000,Avenue Louise 433,5,G,546.0,0,0,0,0,21,2,1894,Good,0,1,1,0,1,Installed,Gas,365000,€365000,0,Brussels Hoofdstedelijk Gewest,Brussels
231,apartment,bruxelles,1000,10666878,245000,Avenue Louise 433,2,E,217.0,0,0,0,0,21,2,1894,Good,0,1,1,0,1,Installed,Gas,245000,€245000,0,Brussels Hoofdstedelijk Gewest,Brussels
232,apartment-block,sint-joost-ten-node,1210,10455486,480000,Parklaan 59/1,5,G,431.0,0,1,16,98,20,2,1899,Good,0,3,4,0,4,Semi equipped,0,480000,€480000,1,Brussels Hoofdstedelijk Gewest,Brussels
233,exceptional-property,ramillies%20mont-saint-andr%C3%A9,1367,10666876,599000,Rue de Tirlemont 23,4,B,124.0,0,1,120,1335,31,4,1900,As new,0,4,2,1,4,USA hyper equipped,0,599000,€599000,1,Brabant wallon,Wallonia
234,house,aische-en-refail,5310,10449507,269000,Rue de Tirlemont 23,3,G,580.0,0,1,0,528,31,2,1920,To renovate,0,1,0,0,1,USA semi equipped,0,269000,€269000,1,Namur,Wallonia
235,house,tremelo,3120,10666869,685000,Werchtersesteenweg 1,5,C,220.0,0,0,0,3623,0,4,1988,As new,0,1,0,0,0,0,Gas,685000,€685000,0,Vlaams-Brabant,Flanders
236,house,boortmeerbeek,3191,10666867,599000,Werchtersesteenweg 1,3,C,282.0,0,0,0,2445,0,4,1990,0,0,1,0,1,2,0,Gas,599000,€599000,0,Vlaams-Brabant,Flanders
237,apartment,liege,4000,10666861,175000,Boulevard d'Avroy 206,1,B,133.0,0,1,2,0,21,2,0,Good,0,1,0,0,1,0,0,175000,€175000,1,Liï¿½ge,Wallonia
238,farmhouse,thumaide-beloeil,7971,10666857,695000,Rue des ARCHERS 4,4,G,693.0,0,1,0,32691,0,3,0,To renovate,0,1,0,0,2,Installed,Fuel oil,695000,€695000,1,Hainaut,Wallonia
239,penthouse,vilvoorde,1800,10666856,269000,Tervuursesteenweg 762 Bus 2,2,B,191.0,0,1,12,0,49,2,1996,As new,0,1,1,0,1,Hyper equipped,0,269000,€269000,1,Vlaams-Brabant,Flanders
240,villa,overijse,3090,10666852,640000,Brusselsesteenweg 415,4,E,472.0,0,0,0,560,37,4,1971,To renovate,0,2,0,0,2,Semi equipped,Fuel oil,640000,€640000,0,Vlaams-Brabant,Flanders
243,penthouse,uccle,1180,10666846,2800000,Avenue Louise 251,3,C,149.0,0,1,300,0,40,3,0,As new,0,3,0,0,0,USA hyper equipped,0,2800000,€2800000,1,Brussels Hoofdstedelijk Gewest,Brussels
244,house,couillet,6010,10666844,129000,Rue de Namur 8,3,F,492.0,0,0,0,405,17,3,0,To be done up,0,1,0,0,0,0,Gas,129000,€129000,0,Hainaut,Wallonia
245,house,gooik,1755,10666836,329000,Alsembergsesteenweg 660,2,E,486.0,0,0,0,402,0,4,1900,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,329000,€329000,0,Vlaams-Brabant,Flanders
246,house,jette,1090,10666833,435000,Brusselsesteenweg 594,5,F,336.0,0,1,28,100,47,2,1927,Good,0,2,0,1,3,Semi equipped,Gas,435000,€435000,1,Brussels Hoofdstedelijk Gewest,Brussels
250,house,zoersel,2980,10605872,489500,Handelslei 93,4,F,519.0,0,1,0,2779,0,4,1977,Good,0,2,0,0,2,0,Fuel oil,489500,€489500,1,Antwerpen,Flanders
251,apartment,anderlecht,1070,10666827,245000,Rue André Baillon 28 bte 5,2,E,216.0,0,0,0,0,45,2,2003,As new,0,1,1,0,2,Hyper equipped,Gas,245000,€245000,0,Brussels Hoofdstedelijk Gewest,Brussels
252,exceptional-property,kampenhout,1910,10666826,795000,Kardinaal Mercierlaan 81,4,B,118.0,0,1,0,1663,100,3,1957,Good,0,2,2,1,3,USA hyper equipped,Gas,795000,€795000,1,Vlaams-Brabant,Flanders
253,house,willebroek%20blaasveld,2830,10666825,549000,Mechelsesteenweg 161A 002,3,B,163.0,0,1,0,525,42,4,2006,Good,0,1,0,0,2,Hyper equipped,Gas,549000,€549000,1,Antwerpen,Flanders
254,house,egenhoven,3001,10666824,640000,Kardinaal Mercierlaan 81,4,A,93.0,0,1,0,517,31,4,2009,As new,0,1,0,0,2,Hyper equipped,Gas,640000,€640000,1,Vlaams-Brabant,Flanders
255,apartment,braine-l%27alleud,1420,10666822,430000,Avenue Reine Astrid 215,3,B,93.0,0,1,14,0,44,4,2023,0,0,2,0,0,2,USA hyper equipped,Gas,430000,€430000,1,Brabant wallon,Wallonia
256,apartment,antwerp,2060,10666818,550000,Korenmarkt 55,7,E,410.0,0,0,0,0,0,2,0,To be done up,0,0,0,0,0,0,Gas,550000,€550000,0,Antwerpen,Flanders
257,apartment-block,antwerp,2060,10666817,550000,Korenmarkt 55,7,E,410.0,0,0,0,0,0,2,0,To be done up,0,0,0,0,0,0,Gas,550000,€550000,0,Antwerpen,Flanders
258,villa,schoten,2900,10666816,2200000,"Orteliuskaai, 8",4,B,157.0,0,1,0,2000,0,4,0,As new,0,2,0,1,3,0,Gas,2200000,€2200000,1,Antwerpen,Flanders
259,apartment,brussels,1000,10666814,1490000,Avenue Legrand 30,4,D,197.0,0,1,6,0,0,2,1930,Just renovated,0,3,2,1,0,Hyper equipped,Fuel oil,1490000,€1490000,1,Brussels Hoofdstedelijk Gewest,Brussels
260,apartment-block,herstal,4040,10666809,425000,Rue Julien d'Andrimont 11/4,5,C,241.0,0,1,0,0,0,2,0,Good,0,3,0,0,0,0,0,425000,€425000,1,Liï¿½ge,Wallonia
262,apartment,uccle,1180,10666807,825000,"Avenue Delleur, 8",2,C,136.0,0,1,10,0,0,2,1966,As new,0,1,1,0,2,Hyper equipped,Gas,825000,€825000,1,Brussels Hoofdstedelijk Gewest,Brussels
264,apartment,antwerp,2000,10666803,369000,Lange Lobroekstraat 67,2,E,485.0,0,0,0,0,32,2,1938,Good,0,1,0,0,1,USA hyper equipped,0,369000,€369000,0,Antwerpen,Flanders
265,house,antwerpen%20borgerhout,2140,10666802,465000,Lange Lobroekstraat 67,4,D,313.0,0,1,10,89,40,3,0,As new,0,1,1,0,0,0,0,465000,€465000,1,Antwerpen,Flanders
266,apartment,antwerp,2060,10666801,139000,Lange Lobroekstraat 67,1,C,248.0,0,1,10,0,0,2,0,Good,0,1,0,0,0,USA hyper equipped,Gas,139000,€139000,1,Antwerpen,Flanders
267,house,boom,2850,10617204,240000,Clemenshoek 74,4,C,247.0,0,1,0,78,0,2,1956,As new,0,1,0,0,0,Installed,0,240000,€240000,1,Antwerpen,Flanders
269,bungalow,aalst,9310,10666794,249000,Grotestraat 28,2,D,393.0,0,1,0,620,32,3,1963,Good,0,1,0,0,2,Installed,Gas,249000,€249000,1,Oost-Vlaanderen,Flanders
270,house,sint-lievens-houtem,9520,10666793,379000,Edgard Tinelstraat 5,3,C,298.0,0,1,0,1494,0,4,0,As new,0,2,0,0,0,Installed,Fuel oil,379000,€379000,1,Oost-Vlaanderen,Flanders
272,house,oostakker,9041,10666791,239000,Edgard Tinelstraat 5,3,C,274.0,0,1,0,361,0,3,0,To renovate,0,1,0,0,0,0,0,239000,€239000,1,Oost-Vlaanderen,Flanders
273,house,oosterzele,9860,10666790,149000,Edgard Tinelstraat 5,3,F,1131.0,0,1,0,640,0,3,0,To renovate,0,1,0,0,0,0,Electric,149000,€149000,1,Oost-Vlaanderen,Flanders
275,villa,ramsel,2230,10420464,925000,Achiel Cleynhenslaan 19,4,C,259.0,0,1,0,1750,46,4,1991,As new,0,1,2,1,3,Hyper equipped,Gas,925000,€925000,1,Antwerpen,Flanders
276,house,niel,2845,10666786,155000,Provinciale Steenweg 354,2,F,720.0,0,1,0,0,0,2,1937,0,0,1,0,0,0,Not installed,Gas,155000,€155000,1,Antwerpen,Flanders
277,apartment,kortrijk,8500,10666782,220000,Veemarkt 53,2,D,301.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Fuel oil,220000,€220000,1,West-Vlaanderen,Flanders
278,house,kieldrecht,9130,10666779,320000,Yzerhand 14,4,B,169.0,0,1,21,160,35,2,2001,Good,0,2,0,0,2,Installed,Gas,320000,€320000,1,Oost-Vlaanderen,Flanders
279,ground-floor,uccle,1180,10666778,599000,rue alphonse renard 56,3,C,98.48,0,1,44,0,0,3,2020,As new,0,2,2,0,2,USA hyper equipped,0,599000,€599000,1,Brussels Hoofdstedelijk Gewest,Brussels
280,house,heusden,9070,10666775,640000,Heusdendorp 7,7,D,397.0,0,1,40,1353,42,4,1980,To renovate,0,2,2,1,3,Semi equipped,Electric,640000,€640000,1,Oost-Vlaanderen,Flanders
283,apartment,buggenhout,9255,10666769,199000,Kerkstraat 84,2,E,474.0,0,0,0,0,0,3,1960,Good,0,1,0,0,1,Installed,Gas,199000,€199000,0,Oost-Vlaanderen,Flanders
284,house,mons,7021,10666768,160000,Chaussée de Roeulx 1251/2b,2,E,407.0,0,1,0,118,26,2,0,Good,0,1,0,0,1,Installed,Gas,160000,€160000,1,Hainaut,Wallonia
287,villa,dendermonde,9200,10666765,745000,Mechelsesteenweg 123 bus 1,6,C,254.0,0,1,0,2000,27,4,2000,As new,0,2,0,1,2,Hyper equipped,Fuel oil,745000,€745000,1,Oost-Vlaanderen,Flanders
288,house,lebbeke,9280,10666762,359000,Mechelsesteenweg 123 bus 1,3,C,267.0,0,1,0,520,0,4,1968,As new,0,1,0,0,0,Hyper equipped,Fuel oil,359000,€359000,1,Oost-Vlaanderen,Flanders
289,house,dendermonde,9200,10666761,419000,Mechelsesteenweg 123 bus 1,3,C,202.0,0,1,0,370,0,3,1995,As new,0,1,1,0,2,Hyper equipped,Gas,419000,€419000,1,Oost-Vlaanderen,Flanders
290,apartment-block,molenbeek-saint-jean,1080,10666760,1450000,Avenue Van Overbeke 134,11,G,500.0,0,0,0,190,0,3,1950,Good,0,7,0,0,11,Hyper equipped,Gas,1450000,€1450000,0,Brussels Hoofdstedelijk Gewest,Brussels
291,house,corroy%20le%20grand,1325,10666756,1495000,Rue de Rixensart 77,10,D,312.0,0,1,59,4125,50,4,1972,As new,0,10,2,1,4,USA hyper equipped,Fuel oil,1495000,€1495000,1,Brabant wallon,Wallonia
292,apartment-block,corroy%20le%20grand,1325,10666754,1495000,Rue de Rixensart 77,10,D,312.0,0,1,59,4125,50,4,1972,As new,0,10,2,1,4,USA hyper equipped,Fuel oil,1495000,€1495000,1,Brabant wallon,Wallonia
293,duplex,rixensart,1330,10666753,170000,Rue de Rixensart 77,1,E,423.0,0,0,0,0,18,0,1950,Good,0,1,0,0,1,Hyper equipped,Gas,170000,€170000,0,Brabant wallon,Wallonia
294,house,leopoldsburg,3971,10666752,415000,Zuiderring 106,3,A,62.0,0,1,0,398,0,3,0,0,0,1,0,0,0,0,0,415000,€415000,1,Limburg,Flanders
295,house,ternat,1742,10666751,380000,Burchtstraat 12,4,B,200.0,0,1,0,417,42,3,2009,As new,0,1,0,1,2,Hyper equipped,Gas,380000,€380000,1,Vlaams-Brabant,Flanders
296,apartment,antwerp,2000,10666749,370000,"Jordaenskaai, 21",2,B,117.0,0,1,0,0,0,2,0,0,0,2,1,0,2,0,0,370000,€370000,1,Antwerpen,Flanders
302,house,quievrain,7380,10666743,80000,rue de Valenciennes 42,3,G,541.0,0,1,0,190,33,2,1899,To restore,0,1,1,0,1,Not installed,Gas,80000,€80000,1,Hainaut,Wallonia
303,apartment,antwerp,2000,10666742,425000,Leopold De Waelplaats 5,2,C,254.0,0,1,0,0,0,2,0,Good,0,1,0,0,0,0,Gas,425000,€425000,1,Antwerpen,Flanders
315,new-real-estate-project-apartments,woluwe-saint-lambert,1200,10666720,805000,Place Brugmann 10B,0,B,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805000,€805000,0,Brussels Hoofdstedelijk Gewest,Brussels
316,apartment,antwerpen%20hoboken,2660,10566105,270000,Edegemsestraat 56,3,A,88.0,0,1,8,0,0,2,2013,Good,0,1,1,0,1,Hyper equipped,Gas,270000,€270000,1,Antwerpen,Flanders
317,house,begijnendijk,3130,10666718,279000,Oudstrijderslaan 38,3,F,659.0,0,1,0,408,62,4,1955,To renovate,0,1,0,0,1,0,Fuel oil,279000,€279000,1,Vlaams-Brabant,Flanders
322,house,machelen,1830,10666704,649000,Brusselsesteenweg 65,5,B,193.0,0,1,0,722,44,3,1992,Good,0,3,0,0,3,Installed,Gas,649000,€649000,1,Vlaams-Brabant,Flanders
323,duplex,tienen,3300,10666697,860000,"Vanderkelenstraat, 22",3,B,122.0,0,1,0,0,67,0,2002,As new,0,2,1,0,2,Hyper equipped,Gas,860000,€860000,1,Vlaams-Brabant,Flanders
324,house,aubange%20halanzy,6792,10666692,265000,Rue de la Forestière 14 A,3,D,296.0,0,1,30,1260,29,4,1935,To be done up,0,1,1,0,1,Installed,Fuel oil,265000,€265000,1,Luxembourg,Wallonia
325,new-real-estate-project-apartments,braine-l%27alleud,1420,10666670,565000,Chaussée Bara 339,0,A,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565000,€565000,0,Brabant wallon,Wallonia
326,penthouse,braine-l%27alleud,1420,10666669,565000,Chaussée Bara 339,2,A,47.0,0,1,46,0,0,4,2023,As new,0,2,2,0,1,Hyper equipped,Gas,565000,€565000,1,Brabant wallon,Wallonia
327,house,beringen,3580,10666666,375000,Schootstraat 254,3,B,190.0,0,1,0,1138,0,4,1992,Good,0,1,0,0,0,Installed,Fuel oil,375000,€375000,1,Limburg,Flanders
328,mixed-use-building,arlon,6700,10666665,515000,Rue du Moulin,3,C,241.0,0,1,20,280,31,2,0,Good,0,2,2,0,3,Installed,Gas,515000,€515000,1,Luxembourg,Wallonia
331,mixed-use-building,lier,2500,10576030,339000,Vrijheid 8,2,D,321.0,0,1,8,66,0,2,1973,Good,0,1,0,0,3,0,Gas,339000,€339000,1,Antwerpen,Flanders
332,apartment,gent,9000,10666641,205000,Voskenslaan 93,2,D,311.0,0,0,0,0,0,0,0,Just renovated,0,1,0,0,0,Installed,Gas,205000,€205000,0,Oost-Vlaanderen,Flanders
333,apartment,merelbeke,9820,10666640,395000,Voskenslaan 93,3,B,127.0,0,0,0,0,0,0,1976,Just renovated,0,1,0,0,0,Hyper equipped,Gas,395000,€395000,0,Oost-Vlaanderen,Flanders
334,house,charleroi-marchienne-au-pont,6030,10666639,90000,Rue de Beaumont 53,3,G,522.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,90000,€90000,0,Hainaut,Wallonia
335,house,frameries,7080,10666635,149000,Place des Grands Pres 1/30B,2,E,387.0,0,1,0,0,25,2,0,To renovate,0,1,1,0,1,0,Gas,149000,€149000,1,Hainaut,Wallonia
336,villa,mouscron%20herseaux,7712,10666633,399000,Rue de Menin 400,4,C,205.0,0,1,0,573,31,4,1980,As new,0,2,2,1,0,Installed,Gas,399000,€399000,1,Hainaut,Wallonia
337,house,bailleul,7730,10666632,189000,Rue de Menin 400,3,C,186.0,0,1,0,241,13,3,0,Good,0,1,1,0,0,Installed,Gas,189000,€189000,1,Hainaut,Wallonia
338,house,herseaux,7712,10613850,329000,Rue de Menin 400,3,B,137.0,0,1,0,308,58,3,2008,As new,0,1,1,0,0,Installed,Gas,329000,€329000,1,Hainaut,Wallonia
339,house,la%20louvi%C3%A8re%20besonrieux,7100,10666628,330000,Chaussée Paul Houtart 232,3,A,73.0,0,1,0,234,0,2,2021,As new,0,1,0,0,2,Installed,Gas,330000,€330000,1,Hainaut,Wallonia
340,house,gent,9050,10666627,524400,Sint-Denijslaan 1,4,A,30.0,0,1,22,204,25,2,2023,As new,0,2,0,0,2,Installed,0,524400,€524400,1,Oost-Vlaanderen,Flanders
341,house,gent,9050,10666626,524400,Sint-Denijslaan 1,4,A,30.0,0,1,22,205,26,2,2023,As new,0,2,0,0,2,Installed,0,524400,€524400,1,Oost-Vlaanderen,Flanders
342,house,gent,9050,10666625,524400,Sint-Denijslaan 1,4,A,30.0,0,1,22,206,26,2,2023,As new,0,2,0,0,2,Installed,0,524400,€524400,1,Oost-Vlaanderen,Flanders
343,new-real-estate-project-houses,gent,9050,10666621,524400,Sint-Denijslaan 1,0,A,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524400,€524400,0,Oost-Vlaanderen,Flanders
344,house,brakel,9660,10666619,385000,Sint-Denijslaan 1,3,A,20.0,0,1,20,196,50,3,2023,0,0,1,1,0,2,USA hyper equipped,0,385000,€385000,1,Oost-Vlaanderen,Flanders
345,house,brakel,9660,10666618,375000,Sint-Denijslaan 1,3,A,20.0,0,1,20,214,50,2,2023,0,0,1,1,0,2,USA hyper equipped,Gas,375000,€375000,1,Oost-Vlaanderen,Flanders
346,house,brakel,9660,10666617,390000,Sint-Denijslaan 1,3,A,20.0,0,1,22,249,37,2,2023,0,0,1,1,0,2,USA hyper equipped,Gas,390000,€390000,1,Oost-Vlaanderen,Flanders
347,house,brakel,9660,10666616,465000,Sint-Denijslaan 1,3,A,20.0,0,1,22,235,50,2,2023,0,0,1,1,0,2,USA hyper equipped,Gas,465000,€465000,1,Oost-Vlaanderen,Flanders
348,house,brakel,9660,10666615,485000,Sint-Denijslaan 1,4,A,20.0,0,1,30,171,49,3,2022,0,0,1,1,0,2,USA hyper equipped,Gas,485000,€485000,1,Oost-Vlaanderen,Flanders
349,house,scherpenheuvel-zichem%20messelbroek,3272,10666612,359000,Herseltsesteenweg 95,5,D,343.0,0,0,0,568,0,3,1965,Good,0,1,0,0,0,Installed,Gas,359000,€359000,0,Vlaams-Brabant,Flanders
350,new-real-estate-project-houses,brakel,9660,10666608,485000,Sint-Denijslaan 1,0,A,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485000,€485000,0,Oost-Vlaanderen,Flanders
351,duplex,drongen,9031,10666607,349000,Sint-Denijslaan 1,2,B,150.0,0,1,9,0,40,3,2003,Good,0,2,0,0,2,USA installed,Gas,349000,€349000,1,Oost-Vlaanderen,Flanders
355,house,liedekerke,1770,10666600,339000,Stationsstraat 120,4,D,318.0,1,1,0,600,32,3,1950,Good,0,1,0,0,1,Installed,Gas,339000,€339000,1,Vlaams-Brabant,Flanders
363,apartment,deinze,9800,10666575,625000,Sint-Denijslaan 1,3,B,186.0,0,1,27,0,92,4,1994,Good,0,1,0,1,2,USA hyper equipped,Gas,625000,€625000,1,Oost-Vlaanderen,Flanders
364,house,merchtem,1785,10412594,360000,Stationstraat 79,2,E,484.0,0,1,4,309,36,3,1966,0,0,1,0,0,0,0,Fuel oil,360000,€360000,1,Vlaams-Brabant,Flanders
365,house,eeklo,9900,10666573,290000,Sint-Denijslaan 1,4,F,787.0,0,1,68,689,10,3,1918,To renovate,0,2,1,1,2,USA installed,0,290000,€290000,1,Oost-Vlaanderen,Flanders
367,apartment,ninove,9400,10666553,495000,Nieuwstraat 9,4,B,101.0,0,1,0,0,85,2,2008,As new,0,2,0,0,0,Hyper equipped,Gas,495000,€495000,1,Oost-Vlaanderen,Flanders
368,house,begijnendijk,3130,10666551,340000,Aarschotsesteenweg 201A,3,F,709.0,0,1,0,980,0,4,1971,Good,0,1,0,0,2,Installed,Gas,340000,€340000,1,Vlaams-Brabant,Flanders
369,house,aarschot,3200,10666550,315000,Aarschotsesteenweg 201A,2,B,131.0,0,1,0,0,0,2,0,Just renovated,0,1,0,0,1,Installed,Gas,315000,€315000,1,Vlaams-Brabant,Flanders
370,house,landen,3400,10666546,285000,Academiestraat 23,5,E,453.0,0,1,0,200,0,2,0,Good,0,1,0,0,0,0,0,285000,€285000,1,Vlaams-Brabant,Flanders
371,villa,schilde%20%27s%20gravenwezel,2970,10666544,1950000,Turnhoutsebaan 75,4,B,179.0,0,1,160,5945,100,4,1992,Good,0,2,0,1,4,0,Gas,1950000,€1950000,1,Antwerpen,Flanders
372,exceptional-property,herselt,2230,10666543,1100000,Kolmen 28,7,A,82.0,0,0,0,0,0,4,0,0,0,6,0,0,0,Not installed,0,1100000,€1100000,0,Antwerpen,Flanders
373,apartment,sint-niklaas,9100,10666541,185000,Dendermondsesteenweg 149/4,2,B,187.0,0,1,8,0,33,0,0,Good,0,1,0,0,0,0,0,185000,€185000,1,Oost-Vlaanderen,Flanders
374,house,londerzeel,1840,10666540,274000,Dendermondsesteenweg 149/4,3,D,384.0,0,1,0,0,0,3,1962,To be done up,0,2,0,0,3,0,0,274000,€274000,1,Vlaams-Brabant,Flanders
375,loft,herzele,9550,10472531,269000,Heilige Dominicus Saviolaan 4,3,B,156.0,0,1,18,0,33,2,1931,As new,0,1,1,0,1,USA hyper equipped,Gas,269000,€269000,1,Oost-Vlaanderen,Flanders
376,bungalow,evergem,9940,10666539,350000,Hundelgemsesteenweg 230,3,D,380.0,0,0,0,565,17,3,1968,To be done up,0,1,0,0,1,0,Gas,350000,€350000,0,Oost-Vlaanderen,Flanders
377,apartment-block,bruxelles,1000,10666538,329400,Rue Defacqz 40,27,F,342.0,1,1,495,560,60,4,1986,As new,0,27,2,1,2,USA hyper equipped,Electric,329400,€329400.,1,Brussels Hoofdstedelijk Gewest,Brussels
378,apartment,schaerbeek,1030,10666536,345000,Chaussée de la Hulpe 166,2,F,341.0,0,1,3,0,33,2,1936,Good,0,1,0,0,1,Semi equipped,Gas,345000,€345000,1,Brussels Hoofdstedelijk Gewest,Brussels
379,apartment,schaerbeek,1030,10666535,345000,Chaussée de la Hulpe 166,1,F,341.0,0,1,3,0,33,2,1936,Good,0,1,0,0,1,Semi equipped,Gas,345000,€345000,1,Brussels Hoofdstedelijk Gewest,Brussels
380,house,verviers%20petit-rechain,4800,10646390,390000,"Avenue Hanlet, 2",9,D,316.0,0,1,100,132,30,2,0,Good,0,1,0,1,2,Installed,Fuel oil,390000,€390000,1,Liï¿½ge,Wallonia
